7.387855105160663627e-02,3.240976811684589398e-01,7.296987034102362379e-01,2.981554784950726789e-01,1.999026888451224948e-01,1.755020451327318765e-01,1.401370897052892084e-01,1.738988926784876543e-01,1.357932990275844132e-01,1.702889267652356320e-01,4.112115927349577205e-01,3.269649229025516912e-01,3.671025273183351478e-01,4.905002611037933558e-01,2.691436568666975560e-01,1.718430334237880108e-01,1.658618362493135545e-01,1.803073392680655807e-01,1.073237387047956820e-01,3.583895478026883352e-01,6.085982571540454744e-01,3.244337051015653284e-01,2.115710106142556501e-01,2.139383869347646627e-01,2.011467843089958241e-01,2.184536895801343637e-01,2.035279720559387273e-01
1.583892583258311726e-01,2.119153097125892615e-01,3.749047878514077392e-01,4.940721818139314214e-01,2.980968746029126204e-01,4.015501052049642583e-01,1.247386438369516709e-01,1.069279143084897465e-01,3.800592339354977311e-01,1.746531798408769431e-01,2.105681983892773168e-01,3.913885106822060367e-01,5.377745827515983956e-01,2.702222119270347722e-01,3.576114562420519838e-01,1.287189884161696884e-01,1.071924160226395140e-01,3.655256703108821226e-01,1.462180934026313939e-01,1.912706356526523988e-01,3.312758434008318820e-01,5.459255372745279722e-01,3.034746275617857814e-01,3.596375880935199221e-01,1.210224023362656276e-01,1.205007042500046144e-01,3.922088382388188577e-01
4.685216997787371856e-02,1.291607345997340117e-01,3.124165494240238594e-01,2.135531895629478871e-01,1.341372072582125152e-01,2.186941691456316672e-01,3.984655437762446573e-01,6.740805069399763427e-01,2.197175037271795472e-01,3.754178946201856826e-02,1.092390905957649483e-01,2.837604662197322214e-01,1.759687365370221357e-01,8.455770957376580743e-02,1.522678351971259170e-01,4.745936969492988156e-01,7.158253121445514733e-01,1.547205616425714747e-01,3.833829446796803431e-02,1.175841084877056048e-01,3.353739260876833495e-01,1.650420122261861133e-01,7.049468147570639442e-02,1.275741966149543938e-01,4.548057592440565844e-01,7.186051725552298208e-01,1.478908516083106695e-01
1.270080922302448401e-01,3.680479975500622336e-01,4.030789161734321113e-01,1.811275109509390968e-01,1.137203136332264053e-01,1.200661367959111880e-01,1.385850600192343185e-01,4.120749900593197457e-01,5.571381895731132294e-01,1.188427866131791938e-01,3.748277981244081958e-01,4.188806468082048040e-01,1.852907870369346899e-01,1.124280525146633819e-01,1.171622320792391342e-01,1.452528543458284915e-01,3.940153068780231083e-01,5.569477102118493006e-01,1.282098692016827302e-01,3.833687207392553198e-01,4.232181388439567038e-01,1.864830121829435527e-01,1.331593562894592686e-01,1.342196531278606331e-01,1.457742036141270459e-01,4.975761717406371187e-01,4.281988471751880798e-01
8.919672904683316472e-02,1.152182295836304271e-01,1.457481848895706422e-01,2.752466913701739903e-01,5.630445056290638295e-01,5.508831889517874503e-01,2.001596758508790153e-01,1.537533152168341632e-01,2.654805787818100282e-01,7.853018771695764733e-02,8.922262309483765252e-02,1.122776978012008653e-01,3.722714846981884373e-01,6.195200115613662684e-01,3.189664186777990129e-01,1.550580372810815011e-01,1.947792448328808657e-01,4.071748945914565598e-01,7.237458231299558065e-02,8.956297375566611707e-02,1.096972379017951277e-01,4.480739047176434120e-01,5.299935775880085798e-01,2.445993242635721709e-01,1.317592894819024918e-01,2.315411163109715176e-01,4.874104931769080995e-01
6.657526904166452542e-02,1.443841050708094265e-01,1.705579581879428097e-01,2.618751515747640979e-01,2.948114096701818787e-01,1.574954955880385754e-01,1.386843867335747216e-01,2.282483144638287886e-01,7.434269658886681897e-01,1.680204732015159186e-01,2.459924674157510371e-01,1.450311667171572949e-01,2.919654171362111028e-01,6.222116677624236480e-01,2.449907855412022661e-01,1.752484749413340814e-01,2.557106177964806326e-01,3.185826815344349749e-01,2.042243983986384848e-01,2.823832305113469499e-01,1.769472454212925039e-01,2.475923568437806976e-01,5.110608957973258315e-01,4.042025814796437744e-01,2.340705244868699075e-01,2.211451459535358766e-01,2.510795251356465752e-01
5.237355655137324734e-02,1.189310782422588059e-01,3.506788927552808022e-01,5.841900501969431447e-01,1.677756322438106185e-01,9.302312182616605252e-02,1.677806320140232121e-01,5.261911589122209021e-01,2.408112319136266610e-01,7.634712681026092906e-02,1.307675282412792406e-01,3.401433639533590902e-01,6.018857493661347036e-01,1.820732797963017791e-01,9.522778393100095329e-02,1.809012260487698476e-01,4.623054920270589507e-01,2.772127094894397681e-01,1.220073698242072485e-01,2.347712141505716721e-01,2.148274264877826634e-01,1.907053041561053153e-01,2.454119766482222575e-01,1.835721942061784018e-01,2.894896925645225605e-01,6.363450981591224354e-01,3.169867150687718516e-01
5.661615385363260033e-01,2.916463133270201791e-01,9.294446534698197482e-02,1.964027163545493115e-01,3.662968563779762654e-01,1.914888494587519696e-01,1.084972636121686734e-01,1.290169195039310712e-01,4.409974121321011409e-01,4.020739966861218151e-01,2.582471606467448000e-01,1.082119758864281273e-01,1.969363083105731549e-01,3.681724230158037181e-01,1.676054216088684878e-01,9.109245242018412791e-02,1.360938562150810771e-01,6.337496249006733251e-01,4.642424590680632734e-01,2.889583660390133701e-01,1.121010926732946000e-01,1.784245920015266884e-01,2.948660238405721445e-01,1.712700245005596145e-01,9.978953648136362764e-02,1.650279230273524744e-01,5.991645724713209331e-01
1.322222060224877982e-01,2.266131297097622455e-01,1.280416787621152241e-01,1.299203975014985302e-01,2.584238972507478804e-01,4.524856602928236660e-01,2.496175163646881245e-01,1.900847315932816251e-01,6.191417969595188753e-01,1.730659210232590728e-01,2.279625595804156135e-01,1.391284898114670820e-01,1.290818182748691145e-01,2.285101945387913447e-01,4.295669853257922388e-01,2.892170023681213675e-01,1.795839903314182251e-01,6.312584473552558251e-01,2.377687119283651840e-01,2.963166783890756051e-01,1.250246850930594733e-01,9.634315979028865162e-02,2.338235913006463385e-01,5.704068860212810899e-01,3.632118199813939574e-01,1.858952968289181717e-01,3.533855165910487206e-01
3.105923881565956779e-01,5.063317070546849985e-01,3.046361118154158332e-01,1.413377679001250886e-01,1.313198540364358957e-01,1.999046498702637120e-01,1.919859998506712739e-01,2.229044422073400977e-01,4.818088660345319352e-01,2.578959208919292534e-01,4.241347657612091759e-01,3.738436497048031049e-01,1.656342947411457156e-01,1.274910959917196218e-01,1.571708514513003030e-01,1.630764516911328288e-01,2.196828698355604292e-01,5.744477022649396858e-01,3.991171812639319194e-01,5.801441951339363357e-01,2.464298120100040235e-01,1.296558970943577360e-01,1.097177515103717610e-01,1.612529030992350954e-01,1.936482486565761496e-01,2.104154848392968957e-01,4.056548930034546974e-01
