5.846389313736592985e-01,7.406724668278507062e-01,6.269327441584934268e-01,3.543629425338258310e-01,7.502292249182070938e-01,7.396031919959019652e-01,3.415150865823995407e-01,2.447930274656293925e-01,6.339791930517298946e-01,3.722323403770024242e-01,2.151206675075285624e-01,3.581491567964117939e-01,3.054525951416607876e-01,2.288059367793540688e-01,3.724407124531580182e-01,5.341352609385153771e-01
6.204148526333467251e-01,6.336227630233662866e-01,5.227924159318356745e-01,4.101099232115970605e-01,4.879724927124784450e-01,3.981364134166884838e-01,2.596959042467835710e-01,2.916046133304184274e-01,3.042598558083607352e-01,3.744639308814743939e-01,5.450428683056678381e-01,6.665550127839698913e-01,6.543871856310927715e-01,7.847037015976073837e-01,8.027736033898457135e-01,7.518959541821218506e-01
5.612571692010862590e-01,5.543320455240993150e-01,5.531791456251299310e-01,5.537289514997325579e-01,6.007708387955107421e-01,5.997230912707054440e-01,5.971852551869195613e-01,5.860498750625777742e-01,4.645289308256752570e-01,4.592817865522755283e-01,4.692684982352233192e-01,4.653055123953567240e-01,4.218247352363751479e-01,4.209577287961384084e-01,4.338208411732742409e-01,4.350693832116978577e-01
5.840216582883852592e-01,6.581928464438325799e-01,6.978662957187481419e-01,6.827529660738527184e-01,5.912470943312004845e-01,5.612474762058412558e-01,4.809356405243701560e-01,4.016788209828523470e-01,3.404632612231516253e-01,2.249500144852882300e-01,1.994535104161595518e-01,3.036647346959377436e-01,2.562362203693760443e-01,3.024269195299030266e-01,5.592476308782815542e-01,7.270243141592230840e-01
3.999103372514273280e-01,4.307069570334000064e-01,4.179532870431870162e-01,3.516970148713369770e-01,3.515064008044920807e-01,3.424068205798528886e-01,3.007362314131826198e-01,3.245203245802620318e-01,2.901185542778911275e-01,3.127225863143291429e-01,4.644279579682061287e-01,5.974038986384390126e-01,5.200440222317905814e-01,6.093562387584321449e-01,6.672189205259910771e-01,6.282435207890250117e-01
5.292618701877903620e-01,5.108198631544790258e-01,5.435383585397945971e-01,6.167449398871028832e-01,5.128526898363242603e-01,5.193351854752902286e-01,5.998420190533638729e-01,5.992570479879365530e-01,5.064958252065815403e-01,5.574386096463594953e-01,6.291486859033446066e-01,4.464181861681728591e-01,5.277851533131848738e-01,5.890139287367811560e-01,5.815409265958871865e-01,3.777110310464100174e-01
6.171574762286479165e-01,6.261989577226451109e-01,4.940510681290200545e-01,3.782506874227705151e-01,6.015457868137477071e-01,6.319708374355470504e-01,5.977255542800947730e-01,4.443129283735180457e-01,5.841930876687972951e-01,6.013842730271459214e-01,6.324328508704062379e-01,6.325759177933375499e-01,5.735944660169847165e-01,5.878896876392384341e-01,6.034950202883166970e-01,6.227614270614445502e-01
5.111026864996035535e-01,5.416219813931146820e-01,6.283560741435414432e-01,6.579857813969601787e-01,4.881559140598124014e-01,5.019857943294090408e-01,5.377376005993781405e-01,5.651997407505316984e-01,4.744568950287046394e-01,4.741764846942929656e-01,4.828194565177742481e-01,4.877336616885638576e-01,4.714186463217348577e-01,4.807605875189377431e-01,4.955984120238111634e-01,4.896987517616696595e-01
3.832735484591974773e-01,4.240411916449123297e-01,4.616881761917828175e-01,4.822136005814183779e-01,5.612379833577554322e-01,5.742308446172950109e-01,5.607317179022228704e-01,5.432560807819629689e-01,5.273333752098093852e-01,5.075649841338003565e-01,4.891867296959904188e-01,4.796241455012666965e-01,4.655399436915874101e-01,4.585514909299454600e-01,4.621391302227083608e-01,4.589810186748279341e-01
4.375170566127958849e-01,4.369813303109928437e-01,4.322125458864287673e-01,4.483744676527949835e-01,4.297967241302141361e-01,4.140099177830504629e-01,3.953348579033469923e-01,3.707075865360913713e-01,4.552905754157103857e-01,4.367815655384533757e-01,4.433966974801046290e-01,4.663228460150790622e-01,4.566470203014854068e-01,4.236790499060908988e-01,5.834734299304443761e-01,7.790138798082313354e-01
1.863618527326246221e-01,1.764161321137719118e-01,3.433987431004321134e-01,5.439800460828845274e-01,5.031363000639406113e-01,5.529630708690788099e-01,5.736149285658863617e-01,5.622216679392999517e-01,5.699002055514489351e-01,5.518422743248563300e-01,5.095213582522193363e-01,4.886527443209982002e-01,4.384610427924423015e-01,4.398418314736983747e-01,4.603038931737143402e-01,4.755329278310797547e-01
7.564204486657850612e-01,3.690418141278633546e-01,3.168707148314141020e-01,3.973382396049026655e-01,5.059911686870255387e-01,3.114226784678931215e-01,3.712237478440023608e-01,4.132363198753969957e-01,3.145701482235773727e-01,3.629626943578553311e-01,4.016283077733289186e-01,4.188844806773404650e-01,3.827885291504827814e-01,4.070086802502463352e-01,4.155532420592186749e-01,4.350313130496097913e-01
3.361297338175303073e-01,6.030489804021803568e-01,5.620302446585437872e-01,4.639643082684755115e-01,5.501986802134845034e-01,5.511852368054980245e-01,4.654700102711710752e-01,4.608542450064498919e-01,5.270654485707886305e-01,4.635111837559963699e-01,4.449859479123451367e-01,4.543096694467103625e-01,4.664708343480249431e-01,4.571403130973181739e-01,4.682431724417179253e-01,4.551062308736336659e-01
4.792068076319365155e-01,2.490658153480225512e-01,3.269454719112497298e-01,3.626144066395876608e-01,5.293366196006721314e-01,2.402092279680213549e-01,3.509586145794132972e-01,3.854382724965230711e-01,5.379320820741683162e-01,2.466223207926207805e-01,3.607116583944722787e-01,4.038092827257917516e-01,5.120254420311505239e-01,2.687562623192248923e-01,3.468122177758840574e-01,3.922475481689758348e-01
5.818566900083361748e-01,4.989693300381349839e-01,7.108103108098179357e-01,8.256226651329622301e-01,5.996513602692834510e-01,5.026682009144407548e-01,6.465850719879351338e-01,8.558158032842726470e-01,5.896457371155848781e-01,5.364062289864326427e-01,5.219157476171728538e-01,6.160439917182068958e-01,5.550539413352435503e-01,5.353641393585535369e-01,4.813952416861012051e-01,4.610219502470231379e-01
